rank,bgg_url,game_id,name,min_players,max_players,avg_time,min_time,max_time,weight,year,age,avg_rating,geek_rating,num_votes,owned,designer
164,https://boardgamegeek.com/boardgame/54043,54043,Jaipur,2,2,30,30,30,1.4685,2009,12,7.49063,7.37709,47684,73505,Sébastien Pauchon
165,https://boardgamegeek.com/boardgame/9609,9609,War of the Ring,2,4,120,120,120,3.8442,2004,12,7.77147,7.37489,10513,13499,"Roberto Di Meglio, Marco Maggi, Francesco Nepitello"
166,https://boardgamegeek.com/boardgame/249259,249259,War Chest,2,4,30,30,30,2.3158,2018,14,7.87469,7.37124,8384,12706,"Trevor Benjamin, David Thompson (I)"
167,https://boardgamegeek.com/boardgame/329082,329082,Radlands,2,2,40,20,40,2.2284,2021,14,7.96387,7.36998,7194,14946,Daniel Piechnick
168,https://boardgamegeek.com/boardgame/188920,188920,This War of Mine: The Board Game,1,6,120,45,120,3.3061,2017,18,7.79047,7.36767,12049,22672,"Michał Oracz, Jakub Wiśniewski"
169,https://boardgamegeek.com/boardgame/287954,287954,Azul: Summer Pavilion,2,4,45,30,45,2.0541,2019,8,7.67262,7.36779,13811,23124,Michael Kiesling
170,https://boardgamegeek.com/boardgame/104162,104162,Descent: Journeys in the Dark (Second Edition),1,5,120,120,120,3.2127,2012,14,7.63014,7.36735,24802,38955,"Daniel Clark (I), Corey Konieczka, Adam Sadler, Kevin Wilson"
171,https://boardgamegeek.com/boardgame/12,12,Ra,2,5,60,45,60,2.3419,1999,12,7.53498,7.36049,22048,24257,Reiner Knizia
172,https://boardgamegeek.com/boardgame/10630,10630,Memoir '44,2,8,60,30,60,2.2748,2004,8,7.54335,7.35976,29085,39036,Richard Borg
173,https://boardgamegeek.com/boardgame/282524,282524,Horrified,1,5,60,60,60,2.0521,2019,10,7.68372,7.35429,14117,28098,Prospero Hall
174,https://boardgamegeek.com/boardgame/209418,209418,Dominion (Second Edition),2,4,30,30,30,2.1734,2016,14,7.84857,7.35407,8530,13020,Donald X. Vaccarino
175,https://boardgamegeek.com/boardgame/39463,39463,Cosmic Encounter,3,5,120,60,120,2.5852,2008,12,7.5289,7.35116,31517,39093,"Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka, Kevin Wilson"
176,https://boardgamegeek.com/boardgame/17133,17133,Railways of the World,2,6,120,120,120,3.0182,2005,10,7.6745,7.35038,11988,12831,"Glenn Drover, Martin Wallace"
177,https://boardgamegeek.com/boardgame/128882,128882,The Resistance: Avalon,5,10,30,30,30,1.7405,2012,13,7.52835,7.34673,31826,45640,Don Eskridge
178,https://boardgamegeek.com/boardgame/155426,155426,Castles of Mad King Ludwig,1,4,90,90,90,2.6533,2014,13,7.52166,7.34542,24737,31131,Ted Alspach
179,https://boardgamegeek.com/boardgame/294484,294484,Unmatched: Cobble & Fog,2,4,40,20,40,1.9681,2020,9,8.0467,7.34476,5759,13810,"Rob Daviau, Justin D. Jacobson, Chris Leder, Kevin Rodgers"
180,https://boardgamegeek.com/boardgame/199561,199561,Sagrada,1,4,45,30,45,1.9238,2017,14,7.48526,7.34242,37250,59928,"Adrian Adamescu, Daryl Andrews"
181,https://boardgamegeek.com/boardgame/70149,70149,Ora et Labora,1,4,180,60,180,3.8921,2011,13,7.68853,7.33875,10682,13624,Uwe Rosenberg
182,https://boardgamegeek.com/boardgame/103343,103343,A Game of Thrones: The Board Game (Second Edition),3,6,240,120,240,3.7223,2011,14,7.54866,7.33429,33027,45669,Christian T. Petersen
183,https://boardgamegeek.com/boardgame/291453,291453,SCOUT,2,5,15,15,15,1.3493,2019,9,7.79976,7.33267,7901,14541,Kei Kajino (梶野 桂)
184,https://boardgamegeek.com/boardgame/31627,31627,Ticket to Ride: Nordic Countries,2,3,60,30,60,1.9796,2007,8,7.62955,7.33155,13472,21002,Alan R. Moon
185,https://boardgamegeek.com/boardgame/150376,150376,Dead of Winter: A Crossroads Game,2,5,120,60,120,3.0137,2014,13,7.48582,7.3305,44710,61886,"Jonathan Gilmour, Isaac Vega"
186,https://boardgamegeek.com/boardgame/25021,25021,Sekigahara: The Unification of Japan,2,2,180,180,180,2.8106,2011,14,8.00479,7.33021,5442,9238,Matt Calkins
187,https://boardgamegeek.com/boardgame/14105,14105,Commands & Colors: Ancients,2,2,60,60,60,2.6927,2006,12,7.77155,7.32489,8610,11704,Richard Borg
188,https://boardgamegeek.com/boardgame/123260,123260,Suburbia,1,4,90,60,90,2.7658,2012,8,7.48667,7.32452,24395,28366,Ted Alspach
189,https://boardgamegeek.com/boardgame/242302,242302,Space Base,2,5,60,60,60,2.1126,2018,14,7.55901,7.3221,16553,23199,John D. Clair
190,https://boardgamegeek.com/boardgame/227224,227224,The Red Cathedral,1,4,80,80,80,2.819,2020,10,7.75222,7.3204,9350,17795,"Isra C., Shei S."
191,https://boardgamegeek.com/boardgame/104006,104006,Village,2,4,90,60,90,3.07,2011,12,7.49927,7.31749,22569,29062,"Inka Brand, Markus Brand"
192,https://boardgamegeek.com/boardgame/171131,171131,Captain Sonar,2,8,60,45,60,2.185,2016,14,7.52585,7.31629,19964,27739,"Roberto Fraga, Yohan Lemonnier"
193,https://boardgamegeek.com/boardgame/283355,283355,Dune,2,6,180,120,180,3.9843,2019,14,7.96426,7.31495,7233,16651,"Bill Eberle, Jack Kittredge, Peter Olotka"
194,https://boardgamegeek.com/boardgame/188,188,Go,2,2,180,30,180,3.9332,-2200,8,7.64362,7.31286,16606,23274,(Uncredited)
195,https://boardgamegeek.com/boardgame/221194,221194,Dinosaur Island,1,4,120,90,120,3.041,2017,8,7.60121,7.31031,15308,25154,"Jonathan Gilmour, Brian Lewis"
196,https://boardgamegeek.com/boardgame/235802,235802,Too Many Bones: Undertow,1,2,180,60,180,4.0087,2018,12,8.69106,7.3112,2833,7789,"Adam Carlson, Josh J. Carlson"
197,https://boardgamegeek.com/boardgame/148228,148228,Splendor,2,4,30,30,30,1.7841,2014,10,7.42504,7.30584,74670,108437,Marc André
198,https://boardgamegeek.com/boardgame/21050,21050,Combat Commander: Europe,2,2,180,60,180,3.2511,2006,12,7.95081,7.30571,5819,8717,Chad Jensen
199,https://boardgamegeek.com/boardgame/271896,271896,Star Wars: Outer Rim,1,4,180,120,180,2.5223,2019,14,7.72603,7.30548,10707,20170,"Corey Konieczka, Tony Fanchi"
200,https://boardgamegeek.com/boardgame/195421,195421,Near and Far,2,4,120,90,120,2.886,2017,13,7.7028,7.30437,9798,20478,Ryan Laukat
201,https://boardgamegeek.com/boardgame/182631,182631,Star Realms: Colony Wars,2,2,20,20,20,1.8963,2015,12,7.80944,7.3043,7704,17255,"Robert Dougherty, Darwin Kastle"
202,https://boardgamegeek.com/boardgame/245638,245638,Coimbra,2,4,90,60,90,3.2489,2018,14,7.63626,7.30374,11240,14938,"Flaminia Brasini, Virginio Gigli"
203,https://boardgamegeek.com/boardgame/300531,300531,Paleo,1,4,60,45,60,2.6205,2020,10,7.73969,7.30416,9631,18020,Peter Rustemeyer
204,https://boardgamegeek.com/boardgame/126042,126042,Nations,1,5,200,40,200,3.5448,2013,14,7.61111,7.30294,12039,12732,"Rustan Håkansson, Nina Håkansson, Einar Rosén, Robert Rosén"
205,https://boardgamegeek.com/boardgame/283155,283155,Calico,1,4,45,30,45,2.1827,2020,10,7.58202,7.30275,15603,27590,Kevin Russ
206,https://boardgamegeek.com/boardgame/215,215,Tichu,4,4,60,60,60,2.3368,1991,10,7.57589,7.3002,14969,23317,Urs Hostettler
207,https://boardgamegeek.com/boardgame/822,822,Carcassonne,2,5,45,30,45,1.8989,2000,7,7.40954,7.29849,119956,181087,Klaus-Jürgen Wrede
208,https://boardgamegeek.com/boardgame/293014,293014,Nidavellir,2,5,45,45,45,2.1048,2020,10,7.62438,7.29482,11398,15107,Serge Laget
209,https://boardgamegeek.com/boardgame/91,91,Paths of Glory,2,2,480,480,480,3.8498,1999,14,8.05099,7.29442,5017,9547,Ted Raicer
210,https://boardgamegeek.com/boardgame/118,118,Modern Art,3,5,45,45,45,2.2899,1992,10,7.48184,7.29281,20799,26445,Reiner Knizia
211,https://boardgamegeek.com/boardgame/306735,306735,Under Falling Skies,1,1,40,20,40,2.3965,2020,12,7.71001,7.29229,9325,21087,Tomáš Uhlíř
212,https://boardgamegeek.com/boardgame/310100,310100,Nemesis: Lockdown,1,5,180,90,180,3.8467,2022,12,8.4421,7.28976,3661,11276,Adam Kwapiński
213,https://boardgamegeek.com/boardgame/7854,7854,YINSH,2,2,60,30,60,2.665,2003,9,7.70678,7.28587,8622,11228,Kris Burm
214,https://boardgamegeek.com/boardgame/314491,314491,Meadow,1,4,90,60,90,2.2286,2021,10,7.7877,7.28646,7698,14297,Klemens Kalicki
215,https://boardgamegeek.com/boardgame/9209,9209,Ticket to Ride,2,5,60,30,60,1.835,2004,8,7.39713,7.28391,84618,120578,Alan R. Moon
216,https://boardgamegeek.com/boardgame/54998,54998,Cyclades,2,5,90,60,90,2.816,2009,13,7.51245,7.28195,20643,23033,"Bruno Cathala, Ludovic Maublanc"
217,https://boardgamegeek.com/boardgame/285967,285967,Ankh: Gods of Egypt,2,5,90,90,90,3.0828,2021,14,7.84908,7.28094,7459,13094,Eric M. Lang
218,https://boardgamegeek.com/boardgame/146886,146886,La Granja,1,4,120,90,120,3.5654,2014,12,7.62117,7.28098,10533,12432,"Michael Keller (II), Andreas ""ode."" Odendahl"
219,https://boardgamegeek.com/boardgame/224037,224037,Codenames: Duet,2,2,30,15,30,1.3662,2017,11,7.4655,7.28042,20928,42260,"Vlaada Chvátil, Scot Eaton"
220,https://boardgamegeek.com/boardgame/188834,188834,Secret Hitler,5,10,45,45,45,1.7194,2016,13,7.51885,7.27403,25698,36199,"Mike Boxleiter, Tommy Maranges, Max Temkin"
221,https://boardgamegeek.com/boardgame/318977,318977,MicroMacro: Crime City,1,4,45,15,45,1.1103,2020,12,7.55875,7.27269,13215,26236,Johannes Sich
222,https://boardgamegeek.com/boardgame/295486,295486,My City,2,4,30,30,30,2,2020,10,7.69166,7.27225,8730,17251,Reiner Knizia
223,https://boardgamegeek.com/boardgame/129437,129437,Legendary: A Marvel Deck Building Game,1,5,60,30,60,2.4311,2012,14,7.5386,7.26775,22045,33815,Devin Low
224,https://boardgamegeek.com/boardgame/156129,156129,Deception: Murder in Hong Kong,4,12,20,20,20,1.5782,2014,14,7.46672,7.26624,21013,31253,Tobey Ho
225,https://boardgamegeek.com/boardgame/176189,176189,Zombicide: Black Plague,1,6,180,60,180,2.4847,2015,14,7.63337,7.26499,15380,26235,"Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult"
226,https://boardgamegeek.com/boardgame/158600,158600,Hanamikoji,2,2,15,15,15,1.6944,2013,10,7.50661,7.26371,16324,26804,Kota Nakayama (中山 宏太)
227,https://boardgamegeek.com/boardgame/232832,232832,Century: Golem Edition,2,5,45,30,45,1.6741,2017,8,7.61735,7.26259,11112,16958,Emerson Matsuuchi
228,https://boardgamegeek.com/boardgame/269207,269207,The Taverns of Tiefenthal,2,4,60,60,60,2.6869,2019,12,7.58298,7.26029,12245,20891,Wolfgang Warsch
229,https://boardgamegeek.com/boardgame/109276,109276,Kanban: Driver's Edition,2,4,120,90,120,4.3648,2014,12,7.79895,7.25939,6657,8723,Vital Lacerda
230,https://boardgamegeek.com/boardgame/223321,223321,Detective: A Modern Crime Board Game,1,5,180,120,180,2.7536,2018,16,7.70652,7.25918,9883,21242,"Przemysław Rymer, Ignacy Trzewiczek, Jakub Łapot"
231,https://boardgamegeek.com/boardgame/169426,169426,Roll Player,1,4,90,60,90,2.4315,2016,10,7.46976,7.25885,19051,28870,Keith Matejka
232,https://boardgamegeek.com/boardgame/227935,227935,Wonderland's War,2,5,125,45,125,2.9858,2022,13,8.17652,7.25705,4291,7323,"Tim Eisner, Ben Eisner, Ian Moss"
233,https://boardgamegeek.com/boardgame/555,555,The Princes of Florence,2,5,100,75,100,3.2439,2000,12,7.51683,7.25667,15158,16653,"Wolfgang Kramer, Richard Ulrich, Jens Christopher Ulrich"
234,https://boardgamegeek.com/boardgame/241451,241451,Aeon's End: Legacy,1,4,90,45,90,2.8493,2019,14,8.06845,7.25687,4516,8966,"Jenny Iglesias, Nick Little (I), Kevin Riley"
235,https://boardgamegeek.com/boardgame/199478,199478,Flamme Rouge,2,4,45,30,45,1.6787,2016,8,7.50665,7.25161,16645,21571,Asger Harding Granerud
236,https://boardgamegeek.com/boardgame/239188,239188,Chronicles of Crime,1,4,90,60,90,2.0687,2018,12,7.62546,7.25143,20898,34248,David Cicurel
237,https://boardgamegeek.com/boardgame/192291,192291,Sushi Go Party!,2,8,20,20,20,1.3023,2016,8,7.40838,7.25127,31711,57063,Phil Walker-Harding
238,https://boardgamegeek.com/boardgame/9216,9216,Goa: A New Expedition,2,4,90,90,90,3.373,2004,12,7.56593,7.25079,11369,11302,Rüdiger Dorn
239,https://boardgamegeek.com/boardgame/339789,339789,Welcome to the Moon,1,6,30,25,30,2.4948,2021,10,8.04718,7.25115,4472,11782,"Alexis Allard, Benoit Turpin"
240,https://boardgamegeek.com/boardgame/274637,274637,"Unmatched: Battle of Legends, Volume One",2,4,40,20,40,1.9241,2019,9,7.78258,7.24809,7606,14526,"Rob Daviau, Justin D. Jacobson"
241,https://boardgamegeek.com/boardgame/194655,194655,Santorini,2,4,20,20,20,1.731,2016,8,7.38343,7.24713,36477,58184,Gord!
242,https://boardgamegeek.com/boardgame/176494,176494,Isle of Skye: From Chieftain to King,2,5,50,30,50,2.2504,2015,8,7.40206,7.24239,24289,31951,"Andreas Pelikan, Alexander Pfister"
243,https://boardgamegeek.com/boardgame/19857,19857,Glory to Rome,2,5,60,60,60,2.9269,2005,12,7.48949,7.23817,13948,15127,"Ed Carter (III), Carl Chudyk"
244,https://boardgamegeek.com/boardgame/228341,228341,Pulsar 2849,2,4,90,60,90,3.3444,2017,14,7.67799,7.23673,8215,11315,Vladimír Suchý
245,https://boardgamegeek.com/boardgame/198994,198994,Hero Realms,2,4,30,20,30,1.8633,2016,12,7.53401,7.23702,16690,28662,"Robert Dougherty, Darwin Kastle"
246,https://boardgamegeek.com/boardgame/223040,223040,Fantasy Realms,2,6,20,20,20,1.7893,2017,14,7.52766,7.23684,12928,20815,Bruce Glassco
247,https://boardgamegeek.com/boardgame/20551,20551,Shogun,3,5,120,90,120,3.3644,2006,12,7.52071,7.23285,13691,13667,Dirk Henn
248,https://boardgamegeek.com/boardgame/421,421,1830: Railways & Robber Barons,2,7,360,180,360,4.1582,1986,14,7.86615,7.23239,5412,8341,"Bruce Shelley, Francis Tresham"
249,https://boardgamegeek.com/boardgame/31481,31481,Galaxy Trucker,2,4,60,60,60,2.3305,2007,10,7.36004,7.23109,33140,36987,Vlaada Chvátil
250,https://boardgamegeek.com/boardgame/364073,364073,Splendor Duel,2,2,30,30,30,1.9633,2022,10,7.99445,7.23089,4745,11085,"Marc André, Bruno Cathala"
251,https://boardgamegeek.com/boardgame/146508,146508,T.I.M.E Stories,2,4,90,90,90,2.5958,2015,12,7.41656,7.23004,26836,39767,"Peggy Chassenet, Manuel Rozoy"
252,https://boardgamegeek.com/boardgame/165722,165722,KLASK,2,2,10,10,10,1.0663,2014,8,7.62679,7.2282,8892,12623,Mikkel Bertelsen
253,https://boardgamegeek.com/boardgame/27708,27708,1960: The Making of the President,2,2,120,90,120,3.2012,2007,12,7.62164,7.22705,9166,11132,"Christian Leonhard, Jason Matthews"
254,https://boardgamegeek.com/boardgame/3,3,Samurai,2,4,60,30,60,2.4771,1998,10,7.45831,7.22687,15918,16365,Reiner Knizia
255,https://boardgamegeek.com/boardgame/128621,128621,Viticulture,2,6,90,90,90,2.9326,2013,13,7.5151,7.22609,12873,10846,"Jamey Stegmaier, Alan Stone"
256,https://boardgamegeek.com/boardgame/27833,27833,Steam,3,5,90,90,90,3.456,2009,10,7.56465,7.22432,10064,11018,Martin Wallace
257,https://boardgamegeek.com/boardgame/350184,350184,Earth,1,5,90,45,90,2.8684,2023,13,7.87937,7.22294,5830,10358,Maxime Tardif
258,https://boardgamegeek.com/boardgame/300322,300322,Hallertau,1,4,140,50,140,3.303,2020,12,7.93238,7.22221,4865,8482,Uwe Rosenberg
259,https://boardgamegeek.com/boardgame/140620,140620,Lewis & Clark: The Expedition,1,5,120,120,120,3.3329,2013,14,7.45603,7.21607,15044,18267,Cédrick Chaboussit
260,https://boardgamegeek.com/boardgame/232405,232405,Western Legends,2,6,90,60,90,2.834,2018,14,7.61534,7.21482,10055,15886,Hervé Lemaître
261,https://boardgamegeek.com/boardgame/260605,260605,Camel Up (Second Edition),3,8,45,30,45,1.4593,2018,8,7.5967,7.21445,10037,16595,Steffen Bogen
262,https://boardgamegeek.com/boardgame/286096,286096,Tapestry,1,5,120,90,120,2.9169,2019,12,7.44626,7.21322,18381,25032,Jamey Stegmaier
263,https://boardgamegeek.com/boardgame/127060,127060,Bora Bora,2,4,120,60,120,3.7417,2013,12,7.56029,7.21133,9964,12571,Stefan Feld
264,https://boardgamegeek.com/boardgame/277659,277659,Final Girl,1,1,60,20,60,2.5714,2021,14,8.40337,7.21111,3331,9652,"Evan Derrick, A. J. Porfirio"
265,https://boardgamegeek.com/boardgame/155068,155068,Arcadia Quest,2,4,60,60,60,2.5291,2014,13,7.62789,7.20907,10210,16097,"Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret"
266,https://boardgamegeek.com/boardgame/204583,204583,Kingdomino,2,4,25,15,25,1.2189,2016,8,7.32081,7.20432,43884,73560,Bruno Cathala
267,https://boardgamegeek.com/boardgame/305096,305096,Endless Winter: Paleoamericans,1,4,120,60,120,3.2516,2022,12,7.85216,7.2047,5841,11791,Stan Kordonskiy
268,https://boardgamegeek.com/boardgame/224783,224783,Vindication,2,5,150,45,150,3.0773,2018,14,7.79766,7.20306,6400,9620,Marc Neidlinger
269,https://boardgamegeek.com/boardgame/251661,251661,Oathsworn: Into the Deepwood,1,4,90,30,90,3.5574,2022,14,9.08311,7.19829,2447,4378,Jamie Jolly
270,https://boardgamegeek.com/boardgame/144344,144344,Rococo,2,5,120,60,120,3.086,2013,12,7.58609,7.19762,8680,9004,"Matthias Cramer, Stefan Malz, Louis Malz"
271,https://boardgamegeek.com/boardgame/760,760,Battle Line,2,2,30,30,30,1.8964,2000,12,7.4127,7.1947,17028,20836,Reiner Knizia
272,https://boardgamegeek.com/boardgame/92828,92828,Dixit: Odyssey,3,12,30,30,30,1.1721,2011,8,7.41076,7.19326,20062,28781,Jean-Louis Roubira
273,https://boardgamegeek.com/boardgame/302723,302723,Forgotten Waters,3,7,240,120,240,2.1176,2020,14,7.87723,7.19281,5233,12023,"Mr. Bistro, J. Arthur Ellis, Isaac Vega"
274,https://boardgamegeek.com/boardgame/108745,108745,Seasons,2,4,60,60,60,2.7813,2012,14,7.36092,7.18891,24068,28467,Régis Bonnessée
275,https://boardgamegeek.com/boardgame/24181,24181,Imperial,2,6,180,120,180,3.5635,2006,13,7.59994,7.18547,8651,7583,Mac Gerdts
276,https://boardgamegeek.com/boardgame/206718,206718,Ethnos,2,6,60,45,60,2.0239,2017,14,7.46505,7.18545,12698,15313,Paolo Mori
277,https://boardgamegeek.com/boardgame/176734,176734,The Manhattan Project: Energy Empire,1,5,120,60,120,3.0429,2016,13,7.75619,7.18372,5875,8287,"Tom Jolly, Luke Laurie"
278,https://boardgamegeek.com/boardgame/155873,155873,Power Grid Deluxe: Europe/North America,2,6,120,120,120,3.1957,2014,12,7.96114,7.18027,4288,7098,Friedemann Friese
279,https://boardgamegeek.com/boardgame/246784,246784,Cryptid,3,5,50,30,50,2.239,2018,10,7.46291,7.18,12716,17502,"Hal Duncan, Ruth Veevers"
280,https://boardgamegeek.com/boardgame/2655,2655,Hive,2,2,20,20,20,2.3213,2000,9,7.3168,7.17842,35200,47996,John Yianni
281,https://boardgamegeek.com/boardgame/66589,66589,Navegador,2,5,90,60,90,3.0879,2010,12,7.54163,7.17633,8985,8815,Mac Gerdts
282,https://boardgamegeek.com/boardgame/97207,97207,Dungeon Petz,2,4,90,90,90,3.6254,2011,13,7.41573,7.17502,14413,18754,Vlaada Chvátil
283,https://boardgamegeek.com/boardgame/299659,299659,Clash of Cultures: Monumental Edition,2,4,240,180,240,3.6452,2021,14,8.42036,7.1757,2874,5822,Christian Marcussen
284,https://boardgamegeek.com/boardgame/316377,316377,7 Wonders (Second Edition),3,7,30,30,30,2.2923,2020,10,7.88209,7.17458,5404,9386,Antoine Bauza
285,https://boardgamegeek.com/boardgame/19777,19777,Indonesia,2,5,240,180,240,3.9886,2005,14,7.88376,7.17304,4486,5100,"Jeroen Doumen, Joris Wiersinga"
286,https://boardgamegeek.com/boardgame/22545,22545,Age of Empires III: The Age of Discovery,2,5,120,90,120,3.1261,2007,10,7.51859,7.16872,10173,8502,Glenn Drover
287,https://boardgamegeek.com/boardgame/311193,311193,Anno 1800,2,4,120,120,120,3.1643,2020,12,7.75779,7.16763,5800,9078,Martin Wallace
288,https://boardgamegeek.com/boardgame/139976,139976,Cthulhu Wars,2,4,120,90,120,3.1481,2015,14,7.86729,7.1643,5656,7064,"Sandy Petersen, Lincoln Petersen"
289,https://boardgamegeek.com/boardgame/187617,187617,Nemo's War (Second Edition),1,4,120,60,120,3.2661,2017,13,7.86816,7.16301,4923,11811,Chris Taylor (I)
290,https://boardgamegeek.com/boardgame/38453,38453,Space Alert,1,5,30,30,30,2.9703,2008,12,7.40075,7.16303,15779,22553,Vlaada Chvátil
291,https://boardgamegeek.com/boardgame/244271,244271,Dice Throne: Season Two – Battle Chest,2,6,40,20,40,2.1429,2018,8,8.09728,7.16222,4029,8236,"Nate Chatellier, Manny Trembley"
292,https://boardgamegeek.com/boardgame/160477,160477,Onitama,2,2,20,15,20,1.6677,2014,10,7.3606,7.16252,20558,31224,Shimpei Sato
293,https://boardgamegeek.com/boardgame/181279,181279,Fury of Dracula (Third/Fourth Edition),2,5,180,120,180,3.2786,2015,14,7.4485,7.15988,13913,24261,"Frank Brooks, Stephen Hand, Kevin Wilson"
294,https://boardgamegeek.com/boardgame/230253,230253,Star Realms: Frontiers,1,4,45,20,45,1.8641,2018,12,7.94785,7.16028,4555,11749,"Robert Dougherty, Darwin Kastle"
